fixedacidity;volatileacidity;citricacid;residualsugar;chlorides;freesulfurdioxide;totalsulfurdioxide;density;pH;sulphates;alcohol;quality
7,1;,29;,34;7,8;,036;49;128;,99397;3,21;,4;10,7;4
6,8;,26;,46;8,3;,037;49;173;,99601;3,17;,47;9,3;3
7;,12;,29;10,3;,039;41;98;,99564;3,19;,38;9,8;6
7,1;,29;,34;7,8;,036;49;128;,99397;3,21;,4;10,7;4
4,9;,33;,31;1,2;,016;39;150;,98713;3,33;,59;14;6
5,1;,29;,28;8,3;,026;27;107;,99308;3,36;,37;11;4
5,1;,29;,28;8,3;,026;27;107;,99308;3,36;,37;11;4
6;,28;,52;5;,078;30;139;,99494;3,1;,36;9;4
6;,28;,25;1,8;,042;8;108;,9929;3,08;,55;9;3
7,2;,2;,22;1,6;,044;17;101;,99471;3,37;,53;10;3
6,1;,27;,25;1,8;,041;9;109;,9929;3,08;,54;9;3
7,4;,35;,24;6;,042;28;123;,99304;3,14;,44;11,3;3
8,1;,12;,38;,9;,034;36;86;,99026;2,8;,55;12;4
6,4;,12;,3;1,1;,031;37;94;,98986;3,01;,56;11,7;4
7,2;,2;,22;1,6;,044;17;101;,99471;3,37;,53;10;3
7,3;,4;,26;5,45;,016;26;90;,98951;2,84;,54;13,2;5
7,7;,11;,34;14,05;,04;41;114;,99634;3,07;,59;11;5
6,9;,23;,41;8;,03;30;114;,99368;3,22;,54;11;4
6,9;,38;,38;13,1;,112;14;94;,99792;3,02;,48;9,2;3
7,5;,38;,29;4,9;,021;38;113;,99026;3,08;,48;13;5
5,8;,19;,24;1,3;,044;38;128;,99362;3,77;,6;10,6;3
5,5;,34;,26;2,2;,021;31;119;,98919;3,55;,49;13;6
6,6;,23;,3;14,9;,051;33;118;,99835;3,04;,54;9;4
6,6;,23;,3;14,9;,051;33;118;,99835;3,04;,54;9;4
6,7;,2;,3;1,4;,025;17;76;,99104;3,11;,44;11;4
8,4;,31;,31;,95;,021;52;148;,99038;2,93;,32;11,5;3
7,3;,26;,24;1,7;,05;10;112;,99286;3,11;,43;9,9;3
6,6;,23;,3;14,9;,051;33;118;,99835;3,04;,54;9;4
6,8;,32;,39;9,6;,026;34;124;,99286;3,18;,35;12,1;4
6,6;,23;,2;11,4;,044;45;131;,99604;2,96;,51;9,7;4
6,6;,23;,2;11,4;,044;45;131;,99604;2,96;,51;9,7;4
6,1;,38;,42;5;,016;31;113;,99007;3,15;,31;12,4;5
8,5;,23;,28;11,1;,033;30;97;,99507;3,03;,39;10,5;5
7;,2;,31;8;,05;29;213;,99596;3,28;,57;10,4;4
6;,26;,32;3,8;,029;48;180;,99011;3,15;,34;12;4
6,9;,3;,3;10,55;,037;4;28;,99184;3,07;,32;12,7;4
6,7;,18;,28;10,2;,039;29;115;,99469;3,11;,45;10,9;5
6,8;,18;,28;9,8;,039;29;113;,99406;3,11;,45;10,9;5
7,2;,19;,31;6,3;,034;17;103;,99305;3,15;,52;11,4;5
6,2;,16;,32;1,1;,036;74;184;,99096;3,22;,41;11;4
5;,27;,32;4,5;,032;58;178;,98956;3,45;,31;12,6;5
6,3;,37;,28;6,3;,034;45;152;,9921;3,29;,46;11,6;5
6,6;,2;,27;10,9;,038;29;130;,99496;3,11;,44;10,5;5
6,8;,18;,28;9,8;,039;29;113;,99406;3,11;,45;10,9;5
6,6;,28;,34;,8;,037;42;119;,9888;3,03;,37;12,5;4
6,5;,35;,36;,8;,034;32;111;,98942;3,11;,5;12,1;6
6,9;,25;,33;1,2;,035;35;158;,99082;3,02;,58;11,3;4
6;,32;,3;1,3;,025;18;112;,98802;3,07;,64;13,3;5
6,8;,18;,28;9,8;,039;29;113;,99406;3,11;,45;10,9;5
6,7;,18;,28;10,2;,039;29;115;,99469;3,11;,45;10,9;5
7,2;,19;,31;6,3;,034;17;103;,99305;3,15;,52;11,4;5
6,3;,18;,36;1,2;,034;26;111;,99074;3,16;,51;11;4
6,2;,16;,32;1,1;,036;74;184;,99096;3,22;,41;11;4
5;,27;,32;4,5;,032;58;178;,98956;3,45;,31;12,6;5
6,5;,2;,5;18,1;,054;50;221;,99941;2,94;,64;8,8;4
6,6;,22;,36;5,5;,029;30;105;,99206;3,2;,47;11,8;4
7;,13;,37;12,85;,042;36;105;,99581;3,05;,55;10,7;4
7;,45;,34;19,8;,04;12;67;,9976;3,07;,38;11;4
7,2;,32;,3;8,25;,02;14;104;,99362;2,99;,44;11,4;4
5,9;,34;,3;3,8;,035;57;135;,99016;3,09;,34;12;4
6,8;,22;,31;6,9;,037;33;121;,99176;3,02;,39;11,9;6
7,2;,32;,3;8,25;,02;14;104;,99362;2,99;,44;11,4;4
8,4;,32;,35;11,7;,029;3;46;,99439;3,02;,34;11,8;4
6,8;,27;,29;4,6;,046;6;88;,99458;3,34;,48;10,6;2
8;,74;,21;4;,05;24;133;,99418;3,06;,38;9,7;3
7;,45;,34;19,8;,04;12;67;,9976;3,07;,38;11;4
7;,13;,37;12,85;,042;36;105;,99581;3,05;,55;10,7;4
8,4;,22;,3;8,9;,024;17;118;,99456;2,99;,34;10,5;4
7,4;,32;,22;11,7;,035;44;150;,99578;3,1;,45;10,4;3
7,5;,18;,37;6,2;,05;21;138;,99546;3,2;,55;10,5;4
7,1;,47;,29;14,8;,024;22;142;,99518;3,12;,48;12;6
7,1;,47;,29;14,8;,024;22;142;,99518;3,12;,48;12;6
5,8;,19;,25;10,8;,042;33;124;,99646;3,22;,41;9,2;4
6,7;,14;,46;1,6;,036;15;92;,99264;3,37;,49;10,9;3
6,8;,24;,38;8,3;,045;50;185;,99578;3,15;,5;9,5;4
6;,24;,33;2,5;,026;31;85;,99014;3,13;,5;11,3;5
6,8;,29;,34;3,5;,054;26;189;,99489;3,42;,58;10,4;3
6,3;,33;,42;17,2;,037;57;170;,99884;3,26;,57;9,4;4
6,3;,27;,29;12,2;,044;59;196;,99782;3,14;,4;8,8;4
6,3;,2;,37;11,8;,045;58;130;,99519;3,2;,35;10,8;3
6,2;,33;,41;16,8;,037;58;173;,99882;3,25;,57;9,4;4
6,3;,33;,42;17,2;,037;57;170;,99884;3,26;,57;9,4;4
7,2;,21;1;1,1;,154;46;114;,9931;2,95;,43;9,2;4
6;,27;,3;14,7;,044;15;144;,99666;3,12;,53;10,3;4
5,7;,12;,26;5,5;,034;21;99;,99324;3,09;,57;9,9;4
6,9;,24;,37;6,1;,027;38;112;,99086;3,19;,34;12,4;4
7,1;,17;,43;1,3;,023;33;132;,99067;3,11;,56;11,7;4
7,5;,33;,38;8,7;,126;49;199;,99711;2,98;,57;9,4;3
6,2;,255;,24;1,7;,039;138,5;272;,99452;3,53;,53;9,6;2
7,5;,33;,38;8,7;,126;49;199;,99711;2,98;,57;9,4;3
7,6;,17;,36;4,5;,042;26;102;,99427;3,09;,47;9,5;3
5,8;,15;,31;5,9;,036;7;73;,99152;3,2;,43;11,9;4
6,9;,28;,41;1,4;,016;6;55;,98876;3,16;,4;13,4;3
7,2;,27;,37;5,4;,026;27;114;,99174;3,13;,84;12,7;3
6,2;,25;,38;7,9;,045;54;208;,99572;3,17;,46;9,1;3
8,5;,19;,48;1,1;,026;23;58;,99184;2,9;,5;10,5;4
6,2;,25;,54;7;,046;58;176;,99454;3,19;,7;10,4;3
6,2;,25;,54;7;,046;58;176;,99454;3,19;,7;10,4;3
7,4;,21;,8;12,3;,038;77;183;,99778;2,95;,48;9;3
7;,15;,38;15,3;,045;54;120;,9975;3,18;,42;9,8;4
7,4;,21;,8;12,3;,038;77;183;,99778;2,95;,48;9;3
7,3;,28;,42;1,2;,033;29;142;,99205;3,17;,43;10,7;2
6,1;,18;,38;2,3;,033;28;111;,98962;3,16;,49;12,4;4
7;,53;,43;6,1;,029;6;76;,99118;3,08;,5;12,5;6
6,8;,28;,43;7,6;,03;30;110;,99164;3,08;,59;12,5;6
6,5;,36;,38;10,2;,028;20;82;,99274;3,1;,43;12,1;5
7,5;,25;,47;4,1;,041;95;163;,99184;2,92;,59;11,3;4
6,7;,24;,41;2,9;,039;48;122;,99052;3,25;,43;12;3
6,4;,15;,4;1,5;,042;23;87;,98972;3,11;,46;12,2;5
6,3;,28;,3;3,1;,039;24;115;,9942;3,05;,43;8,6;3
6,2;,25;,38;7,9;,045;54;208;,99572;3,17;,46;9,1;3
6,6;,35;,34;4,9;,032;9;125;,99253;3,32;,81;12;3
8,5;,19;,48;1,1;,026;23;58;,99184;2,9;,5;10,5;4
6,2;,25;,54;7;,046;58;176;,99454;3,19;,7;10,4;3
6;,35;,51;1,2;,029;10;102;,9903;3,46;,42;11,9;4
5,8;,31;,32;4,5;,024;28;94;,98906;3,25;,52;13,7;5
6,6;,17;,35;2,6;,03;33;78;,99146;3,22;,72;11,3;4
8,5;,23;,4;9,9;,036;24;88;,9951;3,02;,42;10,5;4
6,3;,37;,37;1,5;,024;12;76;,98876;2,94;,39;12,3;4
6,2;,36;,38;3,2;,031;20;89;,98956;3,06;,33;12;5
6,3;,28;,47;11,2;,04;61;183;,99592;3,12;,51;9,5;4
9,7;,24;,49;4,9;,032;3;18;,99368;2,85;,54;10;4
9,7;,24;,49;4,9;,032;3;18;,99368;2,85;,54;10;4
6,8;,13;,39;1,4;,034;19;102;,99121;3,23;,6;11,3;5
6,7;,34;,4;2,1;,033;34;111;,98924;2,97;,48;12,2;5
6,7;,14;,51;4,3;,028;57;124;,99176;2,91;,54;10,7;5
7;,26;,34;10,9;,038;25;84;,99432;3,11;,34;10,9;4
6,5;,29;,26;7;,04;18;113;,99366;3,17;,38;10,2;4
7,7;,26;,51;2,6;,045;26;159;,99126;3;,5;11,2;4
7,6;,27;,52;3,2;,043;28;152;,99129;3,02;,53;11,4;4
6,9;,3;,36;4,5;,054;31;203;,99513;3,4;,57;10,4;2
6,5;,23;,39;1,9;,036;41;98;,99;3,19;,43;11,9;5
7,6;,23;,34;1,6;,043;24;129;,99305;3,12;,7;10,4;3
6,3;,17;,32;4,2;,04;37;117;,99182;3,24;,43;11,3;4
6,5;,23;,39;1,9;,036;41;98;,99;3,19;,43;11,9;5
5,9;,28;,39;1,4;,031;47;147;,98836;3,08;,64;12,9;5
6,2;,25;,42;8;,049;53;206;,99586;3,16;,47;9,1;4
7,6;,23;,34;1,6;,043;24;129;,99305;3,12;,7;10,4;3
5,6;,18;,27;1,7;,03;31;103;,98892;3,35;,37;12,9;4
5,5;,18;,22;5,5;,037;10;86;,99156;3,46;,44;12,2;3
6,5;,24;,39;17,3;,052;22;126;,99888;3,11;,47;9,2;4
7,4;,23;,38;8,6;,052;41;150;,99534;3,06;,46;10,3;3
7,2;,17;,37;6,9;,059;47;128;,99322;3,08;,46;11;5
7,6;,3;,38;2,1;,043;10;98;,99296;3,17;,65;11;3
5;,24;,21;2,2;,039;31;100;,99098;3,69;,62;11,7;4
6,1;,21;,38;1,5;,039;37;122;,98972;3,2;,43;12;4
6,5;,33;,38;2,5;,047;30;148;,98964;3,17;,43;12,7;4
6,3;,35;,26;17,6;,061;59;198;,99918;3,11;,49;8,8;3
6,3;,17;,32;4,2;,04;37;117;,99182;3,24;,43;11,3;4
6,6;,25;,35;2,9;,034;38;121;,99008;3,19;,4;12,8;4
6,5;,16;,33;4,8;,043;45;114;,992;3,18;,44;11,2;4
5,6;,19;,27;,9;,04;52;103;,99026;3,5;,39;11,2;3
6,2;,25;,39;1,3;,051;42;135;,9906;3,23;,4;11,1;4
6,9;,22;,43;6,4;,042;34;115;,99293;3,05;,51;10,8;4
6,2;,19;,29;4,3;,045;33;126;,99658;3,18;,42;9,3;4
6,6;,39;,39;11,9;,057;51;221;,99851;3,26;,51;8,9;4
5,9;,33;,32;8,1;,038;9;34;,9911;3,22;,36;12,7;5
7,8;,17;,5;1,3;,045;35;140;,9904;3,16;,4;12;4
5,5;,19;,27;,9;,04;52;103;,99026;3,5;,39;11,2;3
6,2;,23;,36;17,2;,039;37;130;,99946;3,23;,43;8,8;4
6,2;,23;,36;17,2;,039;37;130;,99946;3,23;,43;8,8;4
6,2;,23;,36;17,2;,039;37;130;,99946;3,23;,43;8,8;4
6,2;,23;,36;17,2;,039;37;130;,99946;3,23;,43;8,8;4
7,2;,32;,4;8,7;,038;45;154;,99568;3,2;,47;10,4;4
5,8;,39;,47;7,5;,027;12;88;,9907;3,38;,45;14;4
6,2;,23;,36;17,2;,039;37;130;,99946;3,23;,43;8,8;4
5,8;,29;,33;3,7;,029;30;88;,98994;3,25;,42;12,3;4
7,2;,4;,38;2,2;,03;40;109;,99075;3,27;,46;12,6;4
6,8;,39;,34;7,4;,02;38;133;,99212;3,18;,44;12;5
6,8;,39;,34;7,4;,02;38;133;,99212;3,18;,44;12;5
6,9;,19;,32;7,9;,042;30;130;,99456;3,4;,39;10,5;4
6,5;,34;,46;1;,023;6;80;,98865;3,15;,54;12,9;4
6,1;,17;,42;15,1;,033;28;124;,99684;2,87;,47;9,5;3
6,8;,39;,34;7,4;,02;38;133;,99212;3,18;,44;12;5
7,1;,36;,37;4,8;,019;39;114;,99036;3,08;,49;12,7;5
7,8;,3;,36;4,6;,024;20;198;,99222;3,06;,66;11,9;4
6,1;,68;,52;1,4;,037;32;123;,99022;3,24;,45;12;4
5,6;,28;,4;6,1;,034;36;118;,99144;3,21;,43;12,1;5
6,2;,19;,38;5,1;,019;22;82;,98961;3,05;,36;12,5;4
5,7;,16;,26;6,3;,043;28;113;,9936;3,06;,58;9,9;4
7,3;,2;,39;2,3;,048;24;87;,99044;2,94;,35;12;4
6,9;,36;,35;8,6;,038;37;125;,9916;3;,32;12,4;6
7,8;,21;,34;11,9;,039;55;140;,9959;3,02;,31;10,3;4
7,3;,2;,39;2,3;,048;24;87;,99044;2,94;,35;12;4
5,6;,41;,22;7,1;,05;44;154;,9931;3,3;,4;10,5;3
7,6;,15;,35;4,3;,051;23;98;,99422;3,1;,44;9,5;4
8,5;,2;,4;1,1;,046;31;106;,99194;3;,35;10,5;2
6,5;,24;,38;1;,027;31;90;,98926;3,24;,36;12,3;4
5,5;,12;,33;1;,038;23;131;,99164;3,25;,45;9,8;3
6,5;,24;,38;1;,027;31;90;,98926;3,24;,36;12,3;4
6,2;,1;,41;1;,04;17;76;,98988;3,14;,56;11,4;5
6,5;,21;,4;7,3;,041;49;115;,99268;3,21;,43;11;4
6,7;,18;,37;1,3;,027;42;125;,98939;3,24;,37;12,8;5
7;,17;,36;6,4;,055;42;123;,99318;3,11;,5;11;6
6,6;,19;,33;1,8;,035;42;148;,99196;3,15;,36;10,2;3
7,6;,24;,44;3,8;,037;49;146;,9911;3,06;,37;11,6;4
8,3;,16;,37;7,9;,025;38;107;,99306;2,93;,37;11,9;4
5,5;,12;,33;1;,038;23;131;,99164;3,25;,45;9,8;3
5,7;,16;,32;1,2;,036;7;89;,99111;3,26;,48;11;3
6,4;,22;,38;9,1;,044;35;127;,99326;2,97;,3;11;5
7,9;,34;,44;6,5;,027;47;126;,99124;2,96;,37;12,5;4
6,8;,21;,4;6,3;,032;40;121;,99214;3,18;,53;12;5
5,2;,31;,36;5,1;,031;46;145;,9897;3,14;,31;12,4;5
7,9;,34;,44;6,5;,027;47;126;,99124;2,96;,37;12,5;4
6,4;,22;,38;9,1;,044;35;127;,99326;2,97;,3;11;5
6,8;,45;,36;5;,033;28;156;,991;3,11;,4;12,4;5
6,6;,29;,39;6,75;,031;22;98;,9913;3,15;,8;12,9;5
6,8;,21;,42;1,2;,045;24;126;,99234;3,09;,87;10,9;4
6,4;,21;,34;16,05;,04;56;142;,99678;3,11;,38;10,6;3
5,8;,33;,23;5;,053;29;106;,99458;3,13;,52;9;3
8,2;,3;,44;12,4;,043;52;154;,99452;3,04;,33;12;4
6,4;,24;,32;,95;,041;23;131;,99033;3,25;,35;11,8;3
7,5;,18;,45;4,6;,041;67;158;,9927;3,01;,38;10,6;4
7,1;,14;,33;1;,104;20;54;,99057;3,19;,64;11,5;4
7,2;,13;,46;1,3;,044;48;111;,99127;2,97;,45;11,1;3
5,8;,33;,23;5;,053;29;106;,99458;3,13;,52;9;3
6,5;,29;,25;2,5;,142;8;111;,9927;3;,44;9,9;2
6,2;,35;,31;2,6;,036;37;92;,98938;3,27;,53;12,8;5
9;,38;,53;2,1;,102;19;76;,99001;2,93;,57;12,9;3
6,6;,24;,38;12,75;,034;8;74;,99386;3,1;,57;12,9;4
6,6;,16;,34;1,1;,037;41;115;,9899;3,01;,68;12;4
8,2;,3;,44;12,4;,043;52;154;,99452;3,04;,33;12;4
5,7;,15;,28;3,7;,045;57;151;,9913;3,22;,27;11,2;4
6,6;,33;,4;2,65;,041;35;86;,98916;3,11;,39;13,3;5
5,7;,2;,3;2,5;,046;38;125;,99276;3,34;,5;9,9;4
6,8;,27;,37;8,2;,055;52;192;,99586;3,11;,52;9,5;4
6,8;,27;,42;7,3;,054;58;200;,99556;3,12;,49;9,4;4
6,2;,2;,26;1,1;,047;42;119;,99158;3,48;,6;11;5
6,7;,13;,57;6,6;,056;60;150;,99548;2,96;,43;9,4;4
6,7;,31;,32;14,5;,038;6;79;,99412;3,14;,34;12,5;3
5,7;,15;,28;3,7;,045;57;151;,9913;3,22;,27;11,2;4
6,9;,22;,39;6;,035;44;141;,99123;3,11;,33;12,5;4
6,4;,23;,35;4,6;,039;43;147;,99216;3,18;,4;11;5
7,6;,27;,29;2,5;,059;37;115;,99328;3,09;,37;9,8;3
6,6;,34;,24;3,3;,034;29;99;,99031;3,1;,4;12,3;5
6,4;,16;,42;1;,036;29;113;,9908;3,18;,52;11;4
7;,29;,35;1,4;,036;42;109;,99119;3,31;,62;11,6;4
6,6;,34;,24;3,3;,034;29;99;,99031;3,1;,4;12,3;5
6,7;,21;,36;8,55;,02;20;86;,99146;3,19;,22;13,4;5
7,6;,27;,29;2,5;,059;37;115;,99328;3,09;,37;9,8;3
6,8;,22;,41;6,7;,034;39;116;,99245;3,18;,46;11,5;4
7,7;,27;,49;3,8;,037;46;139;,99116;3,04;,38;11,6;4
6,4;,25;,37;4,5;,039;41;147;,9921;3,18;,4;11,1;5
6,4;,23;,35;4,6;,039;43;147;,99216;3,18;,4;11;5
6,7;,13;,45;4,2;,043;52;131;,99162;3,06;,54;11,3;4
6,7;,24;,37;11,3;,043;64;173;,99632;3,08;,53;9,9;4
7,1;,26;,37;5,5;,025;31;105;,99082;3,06;,33;12,6;6
5,3;,3;,16;4,2;,029;37;100;,9905;3,3;,36;11,8;6
7,1;,38;,4;2,2;,042;54;201;,99177;3,03;,5;11,4;3
7,4;,19;,31;14,5;,045;39;193;,9986;3,1;,5;9,2;4
7,4;,19;,31;14,5;,045;39;193;,9986;3,1;,5;9,2;4
7,4;,19;,31;14,5;,045;39;193;,9986;3,1;,5;9,2;4
7,4;,19;,31;14,5;,045;39;193;,9986;3,1;,5;9,2;4
7,4;,19;,31;14,5;,045;39;193;,9986;3,1;,5;9,2;4
7,4;,19;,31;14,5;,045;39;193;,9986;3,1;,5;9,2;4
6,3;,32;,32;1,5;,03;24;101;,98923;3,21;,42;13;3
7,6;,19;,32;18,75;,047;32;193;1,00014;3,1;,5;9,3;5
5,9;,24;,12;1,4;,035;60;247;,99358;3,34;,44;9,6;4
4,2;,215;,23;5,1;,041;64;157;,99688;3,42;,44;8;1
8,1;,24;,32;10,5;,03;34;105;,99407;3,11;,42;11,8;4
5,8;,23;,2;2;,043;39;154;,99226;3,21;,39;10,2;4
6,6;,38;,36;9,2;,061;42;214;,9976;3,31;,56;9,4;3
6,4;,15;,29;1,8;,044;21;115;,99166;3,1;,38;10,2;3
6,5;,32;,34;5,7;,044;27;91;,99184;3,28;,6;12;5
6,4;,23;,32;1,9;,038;40;118;,99074;3,32;,53;11,8;5
6,1;,22;,31;1,4;,039;40;129;,99193;3,45;,59;10,9;3
6,5;,48;,02;,9;,043;32;99;,99226;3,14;,47;9,8;2
6,6;,23;,3;4,6;,06;29;154;,99142;3,23;,49;12,2;6
6,4;,16;,25;1,4;,057;21;125;,99091;3,23;,44;11,1;5
7,4;,16;,32;1,4;,065;23;140;,99134;3,06;,47;11,4;4
6,4;,15;,29;1,8;,044;21;115;,99166;3,1;,38;10,2;3
6,5;,32;,3;2,3;,051;20;127;,98964;3,13;,52;12,8;4
6,7;,12;,36;2,3;,039;43;125;,99229;3,07;,67;10,1;5
8;,34;,25;6,4;,035;38;103;,99148;2,91;,23;12,2;4
6,8;,21;,31;2,9;,046;40;121;,9913;3,07;,65;10,9;5
6,8;,23;,31;2,8;,047;40;122;,99126;3,06;,64;10,9;5
6,8;,21;,31;2,9;,046;40;121;,9913;3,07;,65;10,9;5
6,6;,2;,14;4,4;,184;35;168;,99396;2,93;,45;9,4;4
6,6;,28;,42;8,2;,044;60;196;,99562;3,14;,48;9,4;3
6,6;,28;,41;7;,046;59;194;,99558;3,14;,48;9,4;3
6,8;,17;,35;1,8;,04;29;84;,98961;2,91;,57;12;5
7,3;,25;,28;1,5;,043;19;113;,99338;3,38;,56;10,1;4
6,6;,28;,41;7;,046;59;194;,99558;3,14;,48;9,4;3
6,6;,28;,42;8,2;,044;60;196;,99562;3,14;,48;9,4;3
6,3;,24;,35;2,3;,039;43;109;,99056;3,34;,44;11,8;4
6,8;,32;,32;8,7;,029;31;105;,99146;3;,34;12,3;5
7,8;,25;,37;1;,043;10;80;,99128;3,08;,38;11,4;3
5,6;,12;,33;2,9;,044;21;73;,98896;3,17;,32;12,9;6
6,3;,22;,34;5;,032;36;93;,99012;3,27;,36;13,5;5
6;,32;,3;1,9;,033;41;142;,98912;3,29;,42;12,8;5
6,3;,19;,29;2;,022;33;96;,98902;3,04;,54;12,8;5
6;,32;,3;1,9;,033;41;142;,98912;3,29;,42;12,8;5
9,4;,24;,29;8,5;,037;124;208;,99395;2,9;,38;11;1
6,4;,35;,28;12,6;,039;19;124;,99539;3,2;,43;10,6;4
6;,19;,29;1,1;,047;67;152;,9916;3,54;,59;11,1;5
5,9;,24;,28;1,3;,032;36;95;,98889;3,08;,64;12,9;5
7,3;,145;,33;1,1;,042;14;64;,99012;3,1;,37;11,8;5
6,6;,435;,38;9,2;,058;66;243;,99833;3,23;,54;9,1;4
5,8;,18;,37;1,2;,036;19;74;,98853;3,09;,49;12,7;5
5,8;,18;,37;1,1;,036;31;96;,98942;3,16;,48;12;4
5,6;,32;,32;8,3;,043;32;105;,99266;3,24;,47;11,2;4
6,6;,16;,35;1,8;,042;26;105;,98962;3,19;,75;12,4;5
6;,26;,33;4,35;,04;15;80;,98934;3,29;,5;12,7;4
7,1;,17;,31;1,6;,037;15;103;,991;3,14;,5;12;4
6,9;,17;,3;2;,047;13;117;,99152;3,16;,51;11,6;4
6,6;,17;,28;1,8;,042;62;178;,99204;3,15;,42;10,2;3
5,8;,17;,36;1,3;,036;11;70;,99202;3,43;,68;10,4;5
6,4;,24;,29;1;,038;18;122;,9906;3,3;,42;11,5;3
6,7;,23;,33;8,1;,048;45;176;,99472;3,11;,52;10,1;4
6,6;,425;,25;2,35;,034;23;87;,99082;3,05;,41;11,4;4
6,9;,38;,29;13,65;,048;52;189;,99784;3;,6;9,5;4
6,9;,38;,29;13,65;,048;52;189;,99784;3;,6;9,5;4
6,9;,38;,29;13,65;,048;52;189;,99784;3;,6;9,5;4
7,6;,17;,27;4,6;,05;23;98;,99422;3,08;,47;9,5;4
6,2;,3;,31;1,2;,048;19;125;,98999;3,32;,54;12,6;4
7,6;,17;,27;4,6;,05;23;98;,99422;3,08;,47;9,5;4
6,5;,26;,32;6,65;,059;34;104;,99254;3,18;,42;11,1;3
6,9;,36;,28;13,55;,048;51;189;,99782;3;,6;9,5;5
6,9;,38;,29;13,65;,048;52;189;,99784;3;,6;9,5;4
6,8;,18;,24;9,8;,058;64;188;,9952;3,13;,51;10,6;4
6,7;,18;,24;10,3;,057;64;185;,99519;3,12;,5;10,6;4
6,6;,16;,21;6,7;,055;43;157;,99384;3,15;,52;10,8;4
6,4;,17;,27;9,9;,047;26;101;,99596;3,34;,5;9,9;4
7,2;,22;,28;7,2;,06;41;132;,9935;3,08;,59;11,3;4
6;,22;,28;1,1;,034;47;90;,98862;3,22;,38;12,6;4
6,7;,36;,28;8,3;,034;29;81;,99151;2,96;,39;12,5;4
6,5;,43;,28;11,25;,032;31;87;,9922;3,02;,38;12,4;4
5,9;,2;,28;12,8;,038;29;132;,99426;3,31;,57;11,8;5
6,7;,36;,28;8,3;,034;29;81;,99151;2,96;,39;12,5;4
6,5;,43;,28;11,25;,032;31;87;,9922;3,02;,38;12,4;4
7,1;,18;,49;1,3;,033;12;72;,99072;3,05;,53;11,3;5
6,4;,17;,27;9,9;,047;26;101;,99596;3,34;,5;9,9;4
6;,22;,28;1,1;,034;47;90;,98862;3,22;,38;12,6;4
6;,2;,26;1,1;,033;38;67;,98954;3,14;,38;11,5;4
7,6;,2;,26;4,8;,033;26;76;,99076;2,98;,49;12,3;5
6,2;,3;,21;1,1;,032;31;111;,9889;2,97;,42;12,2;4
6;,29;,25;1,4;,033;30;114;,98794;3,08;,43;13,2;4
7;,22;,28;10,6;,039;32;117;,99355;3,05;,55;11,5;5
6,2;,3;,21;1,1;,032;31;111;,9889;2,97;,42;12,2;4
5,6;,15;,26;5,55;,051;51;139;,99336;3,47;,5;11;4
6,9;,28;,24;2,1;,034;49;121;,98882;2,98;,43;13,2;5
7,8;,22;,26;9;,047;38;132;,997;3,25;,53;10,2;4
6,6;,18;,28;1,7;,041;53;161;,99207;3,13;,45;10,2;4
7;,4;,25;1,8;,05;51;189;,99174;3;,55;11,4;4
6,1;,28;,27;4,7;,03;56;140;,99042;3,16;,42;12,5;6
6,5;,28;,34;3,6;,04;29;121;,99111;3,28;,48;12,1;5
6,5;,28;,34;3,6;,04;29;121;,99111;3,28;,48;12,1;5
6,4;,22;,32;4,9;,046;50;156;,99316;3,38;,55;11,2;4
6,1;,28;,27;4,7;,03;56;140;,99042;3,16;,42;12,5;6
8,8;,39;,35;1,8;,096;22;80;,99016;2,95;,54;12,6;4
6,9;,28;,3;8,3;,026;37;113;,99139;2,99;,38;12,3;6
6,7;,38;,26;9,55;,036;35;91;,9919;2,98;,37;12,4;4
6,5;,25;,45;7,8;,048;52;188;,99576;3,2;,53;9,1;3
6,6;,26;,46;7,8;,047;48;186;,9958;3,2;,54;9,1;3
7,4;,29;,28;10,2;,032;43;138;,9951;3,1;,47;10,6;4
6,3;,19;,29;5,5;,042;44;189;,99304;3,19;,47;10,3;4
6,1;,33;,32;7,8;,052;52;183;,99657;3,39;,65;9,5;3
5,6;,32;,33;7,4;,037;25;95;,99268;3,25;,49;11,1;4
7,7;,46;,18;3,3;,054;18;143;,99392;3,12;,51;10,8;4
8,8;,19;,3;5;,028;34;120;,99242;2,94;,47;11,2;3
7,7;,46;,18;3,3;,054;18;143;,99392;3,12;,51;10,8;4
8,8;,27;,25;5;,024;52;99;,9925;2,87;,49;11,4;3
5,8;,18;,28;1,3;,034;9;94;,99092;3,21;,52;11,2;4
5,6;,32;,33;7,4;,037;25;95;,99268;3,25;,49;11,1;4
6,1;,33;,32;7,8;,052;52;183;,99657;3,39;,65;9,5;3
7,1;,32;,3;9,9;,041;63;192;,99642;3,12;,49;10,2;4
6,2;,23;,35;,7;,051;24;111;,9916;3,37;,43;11;1
8,9;,3;,35;4,6;,032;32;148;,99458;3,15;,45;11,5;5
6,8;,24;,29;9,5;,042;56;157;,99586;3,11;,51;10,1;4
6,7;,21;,48;14,8;,05;31;195;,99942;2,95;,75;8,8;4
8,9;,3;,35;4,6;,032;32;148;,99458;3,15;,45;11,5;5
6,1;,3;,3;2,1;,031;50;163;,9895;3,39;,43;12,7;5
7,2;,37;,4;11,6;,032;34;214;,9963;3,1;,51;9,8;4
6,7;,64;,3;1,2;,03;18;76;,9892;3,16;,6;12,9;2
